"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Build and deploy a sharded cluster.","272267","test_build_and_deploy","tests.integration","2026-02-16","passed","2026-02-16","","test_charm","",""
"","149444","test_mongos_starts_with_config_server","tests.integration","2026-02-16","passed","2026-02-16","","test_charm","",""
"Verifies that the application and unit are active.","73082","test_waits_for_config_server","tests.integration","2026-02-16","passed","2026-02-16","","test_charm","",""
