"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that the application and unit are active.","46397","test_waits_for_config_server","tests.integration","Thu Aug 07 01:48:54 UTC 2025","passed","Thu Aug 07 01:49:40 UTC 2025","","test_charm","",""
"","115975","test_mongos_starts_with_config_server","tests.integration","Thu Aug 07 01:49:40 UTC 2025","passed","Thu Aug 07 01:51:36 UTC 2025","","test_charm","",""
"Build and deploy a sharded cluster.","398437","test_build_and_deploy","tests.integration","Thu Aug 07 01:42:16 UTC 2025","passed","Thu Aug 07 01:48:54 UTC 2025","","test_charm","",""
