"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","729838","test_mongos_rotate_certs","tests.integration.tls_tests","Wed Jun 25 02:06:04 UTC 2025","passed","Wed Jun 25 02:18:14 UTC 2025","","test_tls","",""
"","304395","test_mongos_starts_with_config_server","tests.integration","Wed Jun 25 01:49:59 UTC 2025","passed","Wed Jun 25 01:55:04 UTC 2025","","test_charm","",""
"Build and deploy a sharded cluster.","367368","test_build_and_deploy","tests.integration","Wed Jun 25 01:43:12 UTC 2025","passed","Wed Jun 25 01:49:19 UTC 2025","","test_charm","",""
"Verify mongos has user and is able to connect externally via IP-address.","1023","test_mongos_has_user","tests.integration.external_relations","Wed Jun 25 01:52:10 UTC 2025","passed","Wed Jun 25 01:52:11 UTC 2025","","test_charm","",""
"Build and deploy a sharded cluster.","913529","test_build_and_deploy","tests.integration.tls_tests","Wed Jun 25 01:42:38 UTC 2025","passed","Wed Jun 25 01:57:51 UTC 2025","","test_tls_race_conds","",""
"Build and deploy a sharded cluster.","582609","test_build_and_deploy","tests.integration.upgrade_tests","Wed Jun 25 01:42:25 UTC 2025","passed","Wed Jun 25 01:52:08 UTC 2025","","test_rollback","",""
"Tests that mongos charm can disable TLS.","297806","test_mongos_tls_ca_mismatch","tests.integration.tls_tests","Wed Jun 25 02:29:30 UTC 2025","passed","Wed Jun 25 02:34:28 UTC 2025","","test_tls","",""
"","264577","test_mongos_updates_config_db","tests.integration","Wed Jun 25 01:55:05 UTC 2025","passed","Wed Jun 25 01:59:29 UTC 2025","","test_charm","",""
"Verify mongos is running and can be accessed externally via IP-address.","325171","test_mongos_starts_with_config_server","tests.integration.external_relations","Wed Jun 25 01:46:45 UTC 2025","passed","Wed Jun 25 01:52:10 UTC 2025","","test_charm","",""
"Test that mongos can enable TLS after being integrated to cluster .","308008","test_tls_reenabled","tests.integration.tls_tests","Wed Jun 25 02:24:22 UTC 2025","passed","Wed Jun 25 02:29:30 UTC 2025","","test_tls","",""
"Tests that upgrade can be ran successfully.","132914","test_upgrade","tests.integration.upgrade_tests","Wed Jun 25 01:55:05 UTC 2025","passed","Wed Jun 25 01:57:18 UTC 2025","","test_upgrade","",""
"","1788","test_user_with_extra_roles","tests.integration","Wed Jun 25 01:59:29 UTC 2025","passed","Wed Jun 25 01:59:31 UTC 2025","","test_charm","",""
"Tests that mongos powers down when no config server is accessible.","141420","test_mongos_stops_without_config_server","tests.integration","Wed Jun 25 02:04:16 UTC 2025","passed","Wed Jun 25 02:06:37 UTC 2025","","test_charm","",""
"Build and deploy a sharded cluster.","291873","test_build_and_deploy","tests.integration.external_relations","Wed Jun 25 01:41:53 UTC 2025","passed","Wed Jun 25 01:46:45 UTC 2025","","test_charm","",""
"Tests that upgrade can be ran successfully.","371449","test_failed_upgrade_and_rollback","tests.integration.upgrade_tests","Wed Jun 25 01:52:08 UTC 2025","passed","Wed Jun 25 01:58:19 UTC 2025","","test_rollback","",""
"Tests that mongos charm can enable TLS.","507091","test_mongos_tls_enabled","tests.integration.tls_tests","Wed Jun 25 01:57:37 UTC 2025","passed","Wed Jun 25 02:06:04 UTC 2025","","test_tls","",""
"Build and deploy a sharded cluster.","906915","test_build_and_deploy","tests.integration.tls_tests","Wed Jun 25 01:42:30 UTC 2025","passed","Wed Jun 25 01:57:37 UTC 2025","","test_tls","",""
"Verifies that the application and unit are active.","40346","test_waits_for_config_server","tests.integration","Wed Jun 25 01:49:19 UTC 2025","passed","Wed Jun 25 01:49:59 UTC 2025","","test_charm","",""
"","1021","test_mongos_has_user","tests.integration","Wed Jun 25 01:55:04 UTC 2025","passed","Wed Jun 25 01:55:05 UTC 2025","","test_charm","",""
"Verify hosts are up to date after scaling.","251555","test_mongos_can_scale","tests.integration.external_relations","Wed Jun 25 01:52:11 UTC 2025","passed","Wed Jun 25 01:56:23 UTC 2025","","test_charm","",""
"Build and deploy a sharded cluster.","613448","test_build_and_deploy","tests.integration.upgrade_tests","Wed Jun 25 01:44:51 UTC 2025","passed","Wed Jun 25 01:55:05 UTC 2025","","test_upgrade","",""
"Tests that mongos charm can disable TLS.","368140","test_mongos_tls_disabled","tests.integration.tls_tests","Wed Jun 25 02:18:14 UTC 2025","passed","Wed Jun 25 02:24:22 UTC 2025","","test_tls","",""
"Tests that mongos powers down when no config server is accessible.","284297","test_mongos_can_scale","tests.integration","Wed Jun 25 01:59:31 UTC 2025","passed","Wed Jun 25 02:04:16 UTC 2025","","test_charm","",""
"Tests race condition: mongos charm can integrate with TLS and then the config-server.","476128","test_mongos_tls_enabled","tests.integration.tls_tests","Wed Jun 25 01:57:51 UTC 2025","passed","Wed Jun 25 02:05:47 UTC 2025","","test_tls_race_conds","",""
